2025-09-28T23:51:55,035 | INFO  | CM Configuration Updater (Update: pid=org.ops4j.pax.logging) | EventAdminConfigurationNotifier  | 7 - org.ops4j.pax.logging.pax-logging-log4j2 - 2.2.0 | Sending Event Admin notification (configuration successful) to org/ops4j/pax/logging/Configuration
2025-09-28T23:52:00,067 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.sshd.osgi/2.9.2
2025-09-28T23:52:00,068 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.sshd.scp/2.9.2
2025-09-28T23:52:00,069 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.osgi.service.component/1.5.0.202109301733
2025-09-28T23:52:00,070 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.karaf.jaas.config/4.4.3
2025-09-28T23:52:00,078 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.sshd.sftp/2.9.2
2025-09-28T23:52:00,079 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.jline/3.21.0
2025-09-28T23:52:00,080 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.karaf.shell.core/4.4.3
2025-09-28T23:52:00,163 | INFO  | features-3-thread-1 | CommandExtension                 | 53 - org.apache.karaf.shell.core - 4.4.3 | Registering commands for bundle org.apache.karaf.config.core/4.4.3
2025-09-28T23:52:00,196 | INFO  | features-3-thread-1 | CommandExtension                 | 53 - org.apache.karaf.shell.core - 4.4.3 | Registering commands for bundle org.apache.karaf.deployer.kar/4.4.3
2025-09-28T23:52:00,199 | INFO  | features-3-thread-1 | Activator                        | 53 - org.apache.karaf.shell.core - 4.4.3 | Not starting local console. To activate set karaf.startLocalConsole=true
2025-09-28T23:52:00,199 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.karaf.bundle.core/4.4.3
2025-09-28T23:52:00,223 | INFO  | features-3-thread-1 | CommandExtension                 | 53 - org.apache.karaf.shell.core - 4.4.3 | Registering commands for bundle org.apache.karaf.bundle.core/4.4.3
2025-09-28T23:52:00,223 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.karaf.diagnostic.core/4.4.3
2025-09-28T23:52:00,229 | INFO  | features-3-thread-1 | CommandExtension                 | 53 - org.apache.karaf.shell.core - 4.4.3 | Registering commands for bundle org.apache.karaf.diagnostic.core/4.4.3
2025-09-28T23:52:00,230 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.aries.jmx.api/1.1.5
2025-09-28T23:52:00,231 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.karaf.log.core/4.4.3
2025-09-28T23:52:00,240 | INFO  | features-3-thread-1 | CommandExtension                 | 53 - org.apache.karaf.shell.core - 4.4.3 | Registering commands for bundle org.apache.karaf.log.core/4.4.3
2025-09-28T23:52:00,246 | INFO  | activator-1-thread-1 | CommandExtension                 | 53 - org.apache.karaf.shell.core - 4.4.3 | Unregistering commands for bundle org.apache.karaf.log.core/4.4.3
2025-09-28T23:52:00,246 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.felix.scr/2.2.4
2025-09-28T23:52:00,249 | INFO  | activator-1-thread-1 | CommandExtension                 | 53 - org.apache.karaf.shell.core - 4.4.3 | Registering commands for bundle org.apache.karaf.log.core/4.4.3
2025-09-28T23:52:00,256 | INFO  | features-3-thread-1 | ROOT                             | 33 - org.apache.felix.scr - 2.2.4 | bundle org.apache.felix.scr:2.2.4 (33) Starting with globalExtender setting: false
2025-09-28T23:52:00,259 | INFO  | features-3-thread-1 | ROOT                             | 33 - org.apache.felix.scr - 2.2.4 | bundle org.apache.felix.scr:2.2.4 (33)  Version = 2.2.4
2025-09-28T23:52:00,269 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.karaf.scr.state/4.4.3
2025-09-28T23:52:00,311 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.aries.jmx.core/1.1.8
2025-09-28T23:52:00,315 | INFO  | features-3-thread-1 | core                             | 30 - org.apache.aries.jmx.core - 1.1.8 | Starting JMX OSGi agent
2025-09-28T23:52:00,328 | INFO  | features-3-thread-1 | core                             | 30 - org.apache.aries.jmx.core - 1.1.8 | Registering MBean with ObjectName [osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=49767484-4fae-4d33-ba6d-e1a3a00cc054] for service with service.id [16]
2025-09-28T23:52:00,336 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.karaf.system.core/4.4.3
2025-09-28T23:52:00,346 | INFO  | features-3-thread-1 | CommandExtension                 | 53 - org.apache.karaf.shell.core - 4.4.3 | Registering commands for bundle org.apache.karaf.system.core/4.4.3
2025-09-28T23:52:00,347 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.karaf.shell.commands/4.4.3
2025-09-28T23:52:00,356 | INFO  | features-3-thread-1 | CommandExtension                 | 53 - org.apache.karaf.shell.core - 4.4.3 | Registering commands for bundle org.apache.karaf.shell.commands/4.4.3
2025-09-28T23:52:00,357 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.karaf.jaas.modules/4.4.3
2025-09-28T23:52:00,364 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.karaf.shell.ssh/4.4.3
2025-09-28T23:52:00,390 | INFO  | features-3-thread-1 | CommandExtension                 | 53 - org.apache.karaf.shell.core - 4.4.3 | Command registration delayed for bundle org.apache.karaf.shell.ssh/4.4.3. Missing service: [org.apache.sshd.server.SshServer]
2025-09-28T23:52:00,390 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.karaf.features.command/4.4.3
2025-09-28T23:52:00,403 | INFO  | features-3-thread-1 | CommandExtension                 | 53 - org.apache.karaf.shell.core - 4.4.3 | Registering commands for bundle org.apache.karaf.features.command/4.4.3
2025-09-28T23:52:00,404 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.karaf.kar.core/4.4.3
2025-09-28T23:52:00,412 | INFO  | features-3-thread-1 | CommandExtension                 | 53 - org.apache.karaf.shell.core - 4.4.3 | Registering commands for bundle org.apache.karaf.kar.core/4.4.3
2025-09-28T23:52:00,414 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.karaf.instance.core/4.4.3
2025-09-28T23:52:00,431 | INFO  | features-3-thread-1 | CommandExtension                 | 53 - org.apache.karaf.shell.core - 4.4.3 | Registering commands for bundle org.apache.karaf.instance.core/4.4.3
2025-09-28T23:52:00,432 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.karaf.package.core/4.4.3
2025-09-28T23:52:00,438 | INFO  | features-3-thread-1 | CommandExtension                 | 53 - org.apache.karaf.shell.core - 4.4.3 | Registering commands for bundle org.apache.karaf.package.core/4.4.3
2025-09-28T23:52:00,439 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.karaf.management.server/4.4.3
2025-09-28T23:52:00,452 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.karaf.jaas.command/4.4.3
2025-09-28T23:52:00,453 | INFO  | activator-1-thread-1 | Activator                        | 47 - org.apache.karaf.management.server - 4.4.3 | Setting java.rmi.server.hostname system property to 0.0.0.0
2025-09-28T23:52:00,463 | ERROR | activator-1-thread-1 | Activator                        | 47 - org.apache.karaf.management.server - 4.4.3 | Can't init JMXConnectorServer: Cannot give port number without host name
2025-09-28T23:52:00,466 | INFO  | activator-1-thread-1 | core                             | 30 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.PackageStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2e277a2d with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=49767484-4fae-4d33-ba6d-e1a3a00cc054
2025-09-28T23:52:00,466 | INFO  | features-3-thread-1 | CommandExtension                 | 53 - org.apache.karaf.shell.core - 4.4.3 | Registering commands for bundle org.apache.karaf.jaas.command/4.4.3
2025-09-28T23:52:00,467 | INFO  | activator-1-thread-1 | core                             | 30 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2e277a2d with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=49767484-4fae-4d33-ba6d-e1a3a00cc054
2025-09-28T23:52:00,469 | INFO  | features-3-thread-1 | CommandExtension                 | 53 - org.apache.karaf.shell.core - 4.4.3 | Updating commands for bundle org.apache.karaf.jaas.command/4.4.3
2025-09-28T23:52:00,469 | INFO  | activator-1-thread-1 | core                             | 30 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2e277a2d with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=49767484-4fae-4d33-ba6d-e1a3a00cc054
2025-09-28T23:52:00,470 | INFO  | activator-1-thread-1 | core                             | 30 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2e277a2d with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=49767484-4fae-4d33-ba6d-e1a3a00cc054
2025-09-28T23:52:00,470 | INFO  | features-3-thread-1 | CommandExtension                 | 53 - org.apache.karaf.shell.core - 4.4.3 | Updating commands for bundle org.apache.karaf.jaas.command/4.4.3
2025-09-28T23:52:00,471 | INFO  | activator-1-thread-1 | core                             | 30 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.BundleStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2e277a2d with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=49767484-4fae-4d33-ba6d-e1a3a00cc054
2025-09-28T23:52:00,471 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.aries.jmx.whiteboard/1.2.0
2025-09-28T23:52:00,472 | INFO  | activator-1-thread-1 | core                             | 30 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.FrameworkMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2e277a2d with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=49767484-4fae-4d33-ba6d-e1a3a00cc054
2025-09-28T23:52:00,477 | INFO  | activator-1-thread-1 | core                             | 30 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.PackageStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2e277a2d with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=49767484-4fae-4d33-ba6d-e1a3a00cc054
2025-09-28T23:52:00,477 | INFO  | activator-1-thread-1 | core                             | 30 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2e277a2d with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=49767484-4fae-4d33-ba6d-e1a3a00cc054
2025-09-28T23:52:00,477 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.karaf.scr.management/4.4.3
2025-09-28T23:52:00,478 | INFO  | activator-1-thread-1 | core                             | 30 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2e277a2d with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=49767484-4fae-4d33-ba6d-e1a3a00cc054
2025-09-28T23:52:00,478 | INFO  | activator-1-thread-1 | core                             | 30 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2e277a2d with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=49767484-4fae-4d33-ba6d-e1a3a00cc054
2025-09-28T23:52:00,478 | INFO  | activator-1-thread-1 | core                             | 30 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.BundleStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2e277a2d with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=49767484-4fae-4d33-ba6d-e1a3a00cc054
2025-09-28T23:52:00,479 | INFO  | activator-1-thread-1 | core                             | 30 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.FrameworkMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@2e277a2d with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=49767484-4fae-4d33-ba6d-e1a3a00cc054
2025-09-28T23:52:00,479 | WARN  | activator-1-thread-1 | core                             | 30 - org.apache.aries.jmx.core - 1.1.8 | Task rejected for JMX Notification dispatch of event [org.osgi.framework.ServiceEvent[source=[javax.management.MBeanServer]]] - Dispatcher may have been shutdown
2025-09-28T23:52:00,480 | WARN  | activator-1-thread-1 | Activator                        | 47 - org.apache.karaf.management.server - 4.4.3 | java.rmi.server.hostname system property is already set to 0.0.0.0. Apache Karaf doesn't override it
2025-09-28T23:52:00,481 | ERROR | activator-1-thread-1 | Activator                        | 47 - org.apache.karaf.management.server - 4.4.3 | Can't init JMXConnectorServer: Cannot give port number without host name
2025-09-28T23:52:00,487 | INFO  | features-3-thread-1 | ServiceComponentRuntimeMBeanImpl | 49 - org.apache.karaf.scr.management - 4.4.3 | Activating the Apache Karaf ServiceComponentRuntime MBean
2025-09-28T23:52:00,488 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.karaf.service.core/4.4.3
2025-09-28T23:52:00,488 | WARN  | FelixDispatchQueue | core                             | 30 - org.apache.aries.jmx.core - 1.1.8 | Task rejected for JMX Notification dispatch of event [org.osgi.framework.BundleEvent[source=org.apache.karaf.scr.management [49]]] - Dispatcher may have been shutdown
2025-09-28T23:52:00,542 | INFO  | activator-1-thread-1 | core                             | 30 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.PackageStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@88528a2 with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=49767484-4fae-4d33-ba6d-e1a3a00cc054
2025-09-28T23:52:00,543 | INFO  | activator-1-thread-1 | core                             | 30 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@88528a2 with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=49767484-4fae-4d33-ba6d-e1a3a00cc054
2025-09-28T23:52:00,543 | INFO  | activator-1-thread-1 | core                             | 30 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@88528a2 with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=49767484-4fae-4d33-ba6d-e1a3a00cc054
2025-09-28T23:52:00,544 | INFO  | activator-1-thread-1 | core                             | 30 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@88528a2 with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=49767484-4fae-4d33-ba6d-e1a3a00cc054
2025-09-28T23:52:00,544 | INFO  | activator-1-thread-1 | core                             | 30 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.BundleStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@88528a2 with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=49767484-4fae-4d33-ba6d-e1a3a00cc054
2025-09-28T23:52:00,545 | INFO  | activator-1-thread-1 | core                             | 30 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.FrameworkMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@88528a2 with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=49767484-4fae-4d33-ba6d-e1a3a00cc054
2025-09-28T23:52:00,545 | INFO  | features-3-thread-1 | CommandExtension                 | 53 - org.apache.karaf.shell.core - 4.4.3 | Registering commands for bundle org.apache.karaf.service.core/4.4.3
2025-09-28T23:52:00,549 | INFO  | activator-1-thread-1 | CommandExtension                 | 53 - org.apache.karaf.shell.core - 4.4.3 | Registering commands for bundle org.apache.karaf.shell.ssh/4.4.3
2025-09-28T23:52:00,563 | INFO  | activator-1-thread-1 | DefaultIoServiceFactoryFactory   | 56 - org.apache.sshd.osgi - 2.9.2 | No detected/configured IoServiceFactoryFactory; using Nio2ServiceFactoryFactory
2025-09-28T23:52:00,564 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   wrap_file__tmp_verisium_debug_temp_dir_2445477_karaf_offline_target_features-repo_org_springframework_spring-core_3.2.8.RELEASE_spring-core-3.2.8.RELEASE.jar/0.0.0
2025-09-28T23:52:00,565 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   wrap_file__tmp_verisium_debug_temp_dir_2445477_karaf_offline_target_features-repo_org_springframework_spring-beans_3.2.8.RELEASE_spring-beans-3.2.8.RELEASE.jar/0.0.0
2025-09-28T23:52:00,569 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   wrap_file__tmp_verisium_debug_temp_dir_2445477_karaf_offline_target_features-repo_org_springframework_spring-context_3.2.8.RELEASE_spring-context-3.2.8.RELEASE.jar/0.0.0
2025-09-28T23:52:00,570 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   wrap_file__tmp_verisium_debug_temp_dir_2445477_karaf_offline_target_features-repo_org_apache_httpcomponents_httpcore_4.4.8_httpcore-4.4.8.jar/0.0.0
2025-09-28T23:52:00,572 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   wrap_file__tmp_verisium_debug_temp_dir_2445477_karaf_offline_target_features-repo_org_apache_httpcomponents_httpclient_4.5.13_httpclient-4.5.13.jar/0.0.0
2025-09-28T23:52:00,573 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   org.apache.karaf.event/4.4.3
2025-09-28T23:52:00,578 | ERROR | activator-1-thread-1 | Nio2Acceptor                     | 56 - org.apache.sshd.osgi - 2.9.2 | bind(/0.0.0.0:8101) - failed (BindException) to bind: Address already in use
2025-09-28T23:52:00,579 | INFO  | features-3-thread-1 | CommandExtension                 | 53 - org.apache.karaf.shell.core - 4.4.3 | Registering commands for bundle org.apache.karaf.event/4.4.3
2025-09-28T23:52:00,580 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   wrap_file__tmp_verisium_debug_temp_dir_2445477_karaf_offline_target_features-repo_org_springframework_spring-web_3.2.8.RELEASE_spring-web-3.2.8.RELEASE.jar/0.0.0
2025-09-28T23:52:00,581 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   com.sun.jna/4.4.0
2025-09-28T23:52:00,583 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   com.cadence.tango.framework-installer/15.22.0.SNAPSHOT
2025-09-28T23:52:00,579 | WARN  | activator-1-thread-1 | Activator                        | 54 - org.apache.karaf.shell.ssh - 4.4.3 | Exception caught while starting SSH server
java.net.BindException: Address already in use
	at sun.nio.ch.Net.bind0(Native Method) ~[?:?]
	at sun.nio.ch.Net.bind(Net.java:461) ~[?:?]
	at sun.nio.ch.Net.bind(Net.java:453) ~[?:?]
	at sun.nio.ch.AsynchronousServerSocketChannelImpl.bind(AsynchronousServerSocketChannelImpl.java:164) ~[?:?]
	at org.apache.sshd.common.io.nio2.Nio2Acceptor.bind(Nio2Acceptor.java:83) ~[!/:2.9.2]
	at org.apache.sshd.common.io.nio2.Nio2Acceptor.bind(Nio2Acceptor.java:173) ~[!/:2.9.2]
	at org.apache.sshd.server.SshServer.start(SshServer.java:331) ~[!/:2.9.2]
	at org.apache.karaf.shell.ssh.Activator.createAndRunSshServer(Activator.java:129) ~[?:?]
	at org.apache.karaf.shell.ssh.Activator.doStart(Activator.java:116) ~[?:?]
	at org.apache.karaf.util.tracker.BaseActivator.run(BaseActivator.java:312) ~[?:?]
	at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:515) ~[?:?]
	at java.util.concurrent.FutureTask.run(FutureTask.java:264) ~[?:?]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128) ~[?:?]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628) ~[?:?]
	at java.lang.Thread.run(Thread.java:834) ~[?:?]
2025-09-28T23:52:08,536 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   wrap_file__tmp_verisium_debug_temp_dir_2445477_karaf_offline_target_features-repo_com_ochafik_ochafik-swing_0.9.9_ochafik-swing-0.9.9.jar/0.0.0
2025-09-28T23:52:08,538 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   wrap_file__tmp_verisium_debug_temp_dir_2445477_karaf_system_com_cadence_tango_plugins_installer_1.0.0_jfxrt.jar/0.0.0
2025-09-28T23:52:08,538 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   wrap_file__tmp_verisium_debug_temp_dir_2445477_karaf_system_com_cadence_tango_plugins_installer_1.0.0_jfxswt.jar/0.0.0
2025-09-28T23:52:08,540 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   com.google.guava.failureaccess/1.0.1
2025-09-28T23:52:08,541 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   com.google.guava/28.2.0.jre
2025-09-28T23:52:08,544 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   wrap_file__tmp_verisium_debug_temp_dir_2445477_karaf_offline_target_features-repo_com_sun_xml_bind_jaxb-impl_2.1.2_jaxb-impl-2.1.2.jar/0.0.0
2025-09-28T23:52:08,545 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   com.cadence.tango.osgi-splash/1.0.0
2025-09-28T23:52:08,550 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 |   wrap_file__tmp_verisium_debug_temp_dir_2445477_karaf_offline_target_features-repo_jide_jide_3.5.1_jide-3.5.1.jar/0.0.0
2025-09-28T23:52:08,553 | INFO  | features-3-thread-1 | Activator                        | 35 - org.apache.karaf.deployer.features - 4.4.3 | Deployment finished. Registering FeatureDeploymentListener
2025-09-28T23:52:08,672 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 19 - org.apache.karaf.features.core - 4.4.3 | Done.
